"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene","transcript_biotype","description"
"1",153.693610618922,0.0855313905255888,0.0701965854681549,0.155792501465315,0.283353312271269,"TSPAN6","protein_coding","tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]"
"2",0.14624403522382,-0.00487743885603946,0.410051424420972,0.916573209718039,NA,"TNMD","protein_coding","tenomodulin [Source:HGNC Symbol;Acc:HGNC:17757]"
"3",188.508513132847,0.00616471546806605,0.0690522456617119,0.917658650222604,0.950641404061504,"DPM1","protein_coding","dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]"
"4",63.8263758677695,0.132069143080208,0.0765803599324418,0.0392040776594807,0.0967888281750228,"SCYL3","protein_coding","SCY1 like pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:19285]"
"5",21.8513224355567,-0.175529804236094,0.118394400585424,0.0373110884257119,0.0927350143235421,"C1orf112","protein_coding","chromosome 1 open reading frame 112 [Source:HGNC Symbol;Acc:HGNC:25565]"
"6",0.165623383780152,0.00284074285562223,0.344575057879852,0.970151916714999,NA,"FGR","protein_coding","FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]"
"7",624.048144069843,2.02328699837148,0.232365685166353,1.36887979286068e-20,6.03631831238889e-19,"CFH","protein_coding","complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]"
"8",231.130639046107,-0.346758740010235,0.0567922037580647,4.27305256228803e-11,7.40337497167014e-10,"FUCA2","protein_coding","alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]"
"9",94.9995465870272,-0.11809761092861,0.0827417556832529,0.0798506165009853,0.170667335475516,"GCLC","protein_coding","glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]"
"10",66.2072479779867,-0.297600353437541,0.083897701309104,2.4950320608074e-05,0.000169098107442921,"NFYA","protein_coding","nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804]"
"11",24.7046191162826,-0.103913988877864,0.0895790120660907,0.14197069019842,0.263759083312367,"STPG1","protein_coding","sperm tail PG-rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28070]"
"12",245.124278186874,-0.0915946751262496,0.0544191660259534,0.0643109904357193,0.143551942893209,"NIPAL3","protein_coding","NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]"
"13",72.4604732961205,0.0453078331026935,0.069971138617172,0.451453804938381,0.605333351006146,"LAS1L","protein_coding","LAS1 like ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726]"
"14",23.5145478918491,0.169069049562794,0.14128175132742,0.0651746382236335,0.145245729461537,"ENPP4","protein_coding","ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359]"
"15",7.88634371645842,-1.55879662790382,0.253587544861378,3.27990097782664e-11,5.7853221118568e-10,"SEMA3F","protein_coding","semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]"
"16",0.395072108391926,-0.125375031399874,0.410640388103924,0.193762898806935,NA,"CFTR","protein_coding","CF transmembrane conductance regulator [Source:HGNC Symbol;Acc:HGNC:1884]"
"17",610.470545908092,0.0913513898275328,0.0256459346817868,0.000272414531355466,0.00141485814727554,"ANKIB1","protein_coding","ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215]"
"18",19.5677471425624,0.0475629389266262,0.101258547380998,0.525690404418372,0.670853979499547,"CYP51A1","protein_coding","cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]"
"19",30.1577803037916,-0.0136442471143359,0.0894967850167186,0.845968625364607,0.905448724454603,"KRIT1","protein_coding","KRIT1 ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573]"
"20",28.6474791821756,-0.0837854150898544,0.0905264386958298,0.238269646860648,0.385278693232205,"RAD52","protein_coding","RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]"
"21",89.7658204796309,-0.107790080800497,0.0853292583944,0.11672806328183,0.226981687300573,"BAD","protein_coding","BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936]"
"22",269.561376640862,0.279494778879289,0.079983247985192,3.61929233801348e-05,0.000235823290088867,"LAP3","protein_coding","leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]"
"23",1209.1570603494,-0.549758159830435,0.0461736813474513,6.97523581985305e-34,7.68963497237026e-32,"CD99","protein_coding","CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082]"
"24",0.0207235944859562,-0.00236530103656761,0.409866319396343,0.959472337703666,NA,"HS3ST1","protein_coding","heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]"
"25",0,0,0.440416591337275,NA,NA,"AOC1","protein_coding","amine oxidase copper containing 1 [Source:HGNC Symbol;Acc:HGNC:80]"
"26",2.6281678524474,-0.28631027954594,0.385975610899971,0.0490132774202896,0.115340248293228,"WNT16","protein_coding","Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]"
